event_id,timestamp,source_ip,destination_ip,protocol,destination_port,action,bytes_out
F005859,2026-06-21 08:31:22,10.10.0.113,10.10.0.78,UDP,445,DENY,233758
F005860,2026-03-06 13:49:21,10.10.0.63,185.10.0.10,UDP,8080,ALLOW,14181
F005861,2026-04-19 19:07:48,10.10.0.175,10.10.0.6,UDP,80,ALLOW,4762
F005862,2026-03-21 12:50:15,10.10.0.27,10.10.0.149,UDP,3389,ALLOW,55828
F005863,2026-02-22 22:53:40,10.10.0.97,10.10.0.39,UDP,53,ALLOW,6050
F005864,2026-05-30 01:52:31,10.10.0.89,10.10.0.164,UDP,3306,ALLOW,47404
F005865,2026-04-11 01:50:11,10.10.0.57,185.10.0.95,TCP,1433,ALLOW,27601
F005866,2026-01-19 03:06:40,10.10.0.91,185.10.0.27,UDP,22,ALLOW,4328
F005867,2026-05-05 00:21:22,10.10.0.109,10.10.0.158,TCP,8080,DENY,25340
F005868,2026-05-17 23:10:48,10.10.0.157,10.10.0.183,UDP,8080,ALLOW,10440
F005869,2026-02-05 18:50:59,10.10.0.56,10.10.0.3,UDP,1433,ALLOW,310818
F005870,2026-03-04 10:11:01,10.10.0.72,10.10.0.152,UDP,443,ALLOW,21114
F005871,2026-05-31 05:45:30,10.10.0.195,10.10.0.155,TCP,445,DENY,82206
F005872,2026-04-03 15:40:43,10.10.0.80,185.10.0.49,TCP,3306,ALLOW,38721
F005873,2026-05-15 14:42:26,10.10.0.144,185.10.0.60,UDP,8443,ALLOW,68444
F005874,2026-04-16 00:54:54,10.10.0.142,10.10.0.106,UDP,1433,ALLOW,196054
F005875,2026-06-13 02:52:40,10.10.0.150,10.10.0.52,UDP,8080,DENY,10495
F005876,2026-01-24 10:46:32,10.10.0.192,10.10.0.189,UDP,8443,ALLOW,13376
F005877,2026-05-25 16:17:10,10.10.0.181,10.10.0.75,UDP,1433,ALLOW,18666
F005878,2026-04-19 02:17:27,10.10.0.9,185.10.0.5,TCP,443,ALLOW,191078
F005879,2026-03-07 08:33:22,10.10.0.188,10.10.0.47,UDP,1433,ALLOW,90990
F005880,2026-01-28 10:03:35,10.10.0.184,185.10.0.9,UDP,445,DENY,28738
F005881,2026-06-06 09:13:30,10.10.0.127,185.10.0.88,TCP,1433,ALLOW,23913
F005882,2026-04-22 12:52:26,10.10.0.54,185.10.0.24,UDP,8443,ALLOW,19646
F005883,2026-03-23 03:45:51,10.10.0.28,185.10.0.36,TCP,8443,ALLOW,55095
F005884,2026-01-12 19:03:34,10.10.0.163,10.10.0.14,TCP,80,DENY,177725
F005885,2026-05-15 02:26:37,10.10.0.30,185.10.0.118,TCP,443,ALLOW,60661
F005886,2026-02-01 06:25:31,10.10.0.14,10.10.0.13,UDP,53,DENY,35759
F005887,2026-03-03 10:05:07,10.10.0.10,10.10.0.41,TCP,8080,ALLOW,72664
F005888,2026-02-24 19:37:29,10.10.0.78,10.10.0.159,TCP,22,ALLOW,16305
F005889,2026-04-30 20:41:11,10.10.0.10,10.10.0.118,TCP,8443,ALLOW,228823
F005890,2026-06-20 08:34:19,10.10.0.35,10.10.0.157,TCP,8443,ALLOW,228044
F005891,2026-02-28 17:52:29,10.10.0.40,10.10.0.157,TCP,443,ALLOW,33223
F005892,2026-03-10 08:54:03,10.10.0.104,185.10.0.102,TCP,8080,ALLOW,14756
F005893,2026-03-03 21:34:26,10.10.0.167,185.10.0.77,TCP,22,ALLOW,14753
F005894,2026-06-07 06:33:20,10.10.0.53,10.10.0.31,UDP,22,ALLOW,23190
F005895,2026-04-01 08:38:50,10.10.0.147,185.10.0.110,UDP,80,DENY,49897
F005896,2026-03-18 06:23:27,10.10.0.53,185.10.0.98,UDP,3389,ALLOW,4147
F005897,2026-03-08 07:35:48,10.10.0.99,10.10.0.131,TCP,80,ALLOW,27441
F005898,2026-03-17 22:45:46,10.10.0.2,185.10.0.74,UDP,53,DENY,97635
F005899,2026-06-06 23:00:22,10.10.0.96,185.10.0.109,TCP,8443,ALLOW,21629
F005900,2026-01-23 18:00:27,10.10.0.170,10.10.0.49,TCP,3306,ALLOW,12905
F005901,2026-04-09 02:57:18,10.10.0.12,10.10.0.145,UDP,8443,DENY,45314
F005902,2026-04-23 17:56:01,10.10.0.198,10.10.0.24,TCP,3389,ALLOW,28211
F005903,2026-03-14 09:06:30,10.10.0.135,10.10.0.146,TCP,1433,ALLOW,72137
F005904,2026-06-23 08:52:10,10.10.0.97,185.10.0.61,TCP,53,ALLOW,8382
F005905,2026-05-30 01:04:55,10.10.0.193,10.10.0.31,UDP,80,ALLOW,47081
F005906,2026-02-01 19:05:32,10.10.0.85,185.10.0.61,TCP,53,ALLOW,108070
F005907,2026-02-23 16:23:47,10.10.0.29,185.10.0.22,UDP,1433,DENY,2495
F005908,2026-01-08 05:08:52,10.10.0.198,185.10.0.8,UDP,3389,DENY,177878
F005909,2026-02-06 19:02:57,10.10.0.29,10.10.0.119,UDP,80,ALLOW,49391
F005910,2026-01-18 04:24:40,10.10.0.86,10.10.0.193,UDP,80,ALLOW,14427
F005911,2026-02-21 10:33:35,10.10.0.162,10.10.0.69,UDP,1433,ALLOW,190993
F005912,2026-03-21 20:06:20,10.10.0.123,185.10.0.41,TCP,53,DENY,2518
F005913,2026-02-03 17:32:12,10.10.0.51,10.10.0.98,TCP,8080,ALLOW,11568
F005914,2026-04-18 05:35:29,10.10.0.181,185.10.0.30,TCP,1433,ALLOW,24674
F005915,2026-04-17 06:04:55,10.10.0.182,185.10.0.92,TCP,8443,ALLOW,5086
F005916,2026-04-07 15:55:53,10.10.0.165,185.10.0.100,UDP,445,ALLOW,31615
F005917,2026-01-31 12:47:40,10.10.0.15,10.10.0.177,TCP,80,ALLOW,24156
F005918,2026-05-23 07:01:40,10.10.0.128,185.10.0.39,TCP,3389,ALLOW,8766
F005919,2026-04-15 16:50:42,10.10.0.100,10.10.0.119,TCP,3306,DENY,63320
F005920,2026-04-07 14:07:06,10.10.0.119,185.10.0.5,UDP,3306,DENY,83164
F005921,2026-06-04 13:24:29,10.10.0.186,10.10.0.98,TCP,53,ALLOW,258544
F005922,2026-02-02 04:00:47,10.10.0.75,10.10.0.25,UDP,3306,ALLOW,25609
F005923,2026-06-07 06:47:51,10.10.0.173,10.10.0.4,TCP,445,ALLOW,7804
F005924,2026-03-19 11:12:05,10.10.0.108,185.10.0.73,UDP,3306,ALLOW,9453
F005925,2026-04-06 20:30:20,10.10.0.6,10.10.0.147,TCP,53,ALLOW,147602
F005926,2026-04-11 06:37:18,10.10.0.96,10.10.0.118,UDP,3389,ALLOW,38510
F005927,2026-02-18 14:37:58,10.10.0.34,10.10.0.118,UDP,53,DENY,28227
F005928,2026-06-19 15:42:00,10.10.0.67,10.10.0.92,UDP,53,ALLOW,114990
F005929,2026-02-17 02:46:09,10.10.0.198,10.10.0.158,TCP,8080,ALLOW,15530
F005930,2026-05-27 22:15:19,10.10.0.4,185.10.0.81,UDP,8443,DENY,194924
F005931,2026-05-14 03:56:10,10.10.0.146,185.10.0.68,TCP,8080,ALLOW,18074
F005932,2026-03-28 11:47:00,10.10.0.139,185.10.0.15,TCP,443,ALLOW,100350
F005933,2026-02-02 07:55:40,10.10.0.74,10.10.0.20,UDP,3389,ALLOW,36495
F005934,2026-05-19 11:32:09,10.10.0.198,185.10.0.101,UDP,80,DENY,41784
F005935,2026-04-18 00:44:11,10.10.0.37,10.10.0.139,TCP,1433,ALLOW,25344
F005936,2026-04-02 17:40:05,10.10.0.87,10.10.0.46,TCP,8080,ALLOW,191310
F005937,2026-03-18 14:23:54,10.10.0.182,10.10.0.35,TCP,445,ALLOW,13105
F005938,2026-06-18 22:04:23,10.10.0.170,10.10.0.110,TCP,3389,ALLOW,124979
F005939,2026-04-25 00:27:50,10.10.0.176,10.10.0.181,TCP,8443,DENY,10568
F005940,2026-01-08 07:36:26,10.10.0.2,185.10.0.118,UDP,8443,DENY,4027
F005941,2026-03-21 23:17:35,10.10.0.95,10.10.0.69,TCP,445,ALLOW,60941
F005942,2026-02-28 02:33:40,10.10.0.140,10.10.0.100,TCP,53,ALLOW,30729
F005943,2026-06-22 07:33:07,10.10.0.81,10.10.0.191,UDP,22,ALLOW,34510
F005944,2026-03-02 03:26:21,10.10.0.82,10.10.0.121,UDP,443,ALLOW,6426
F005945,2026-05-17 19:22:09,10.10.0.154,10.10.0.169,TCP,8080,ALLOW,30763
F005946,2026-02-23 14:20:12,10.10.0.5,10.10.0.54,UDP,443,DENY,16474
F005947,2026-04-27 12:06:31,10.10.0.145,185.10.0.23,UDP,445,ALLOW,354321
F005948,2026-04-13 11:34:57,10.10.0.75,185.10.0.68,UDP,22,ALLOW,72914
F005949,2026-06-26 05:46:52,10.10.0.172,10.10.0.72,TCP,80,ALLOW,37475
F005950,2026-02-28 12:05:32,10.10.0.133,185.10.0.48,TCP,445,ALLOW,104632
F005951,2026-01-28 14:44:06,10.10.0.59,185.10.0.13,TCP,80,ALLOW,23115
F005952,2026-03-02 20:15:30,10.10.0.154,10.10.0.171,TCP,3389,ALLOW,39657
F005953,2026-01-19 17:06:01,10.10.0.196,10.10.0.143,UDP,22,ALLOW,22253
F005954,2026-04-12 09:23:40,10.10.0.187,10.10.0.141,TCP,22,ALLOW,17317
F005955,2026-05-28 12:46:20,10.10.0.175,10.10.0.4,UDP,8080,ALLOW,49088
F005956,2026-04-27 00:16:08,10.10.0.74,185.10.0.41,TCP,53,DENY,103791
F005957,2026-01-30 06:52:24,10.10.0.10,10.10.0.57,TCP,53,ALLOW,33048
F005958,2026-06-15 07:11:16,10.10.0.113,10.10.0.76,TCP,1433,DENY,12666
F005959,2026-06-19 01:32:40,10.10.0.178,10.10.0.26,UDP,3389,ALLOW,26325
F005960,2026-05-24 11:40:10,10.10.0.102,10.10.0.145,TCP,53,ALLOW,16797
F005961,2026-05-07 13:39:45,10.10.0.181,10.10.0.120,UDP,3306,ALLOW,22550
F005962,2026-01-02 20:48:28,10.10.0.191,185.10.0.116,TCP,8443,ALLOW,18077
F005963,2026-02-28 01:31:33,10.10.0.158,10.10.0.74,TCP,80,ALLOW,74643
F005964,2026-01-03 19:10:33,10.10.0.86,185.10.0.13,TCP,53,ALLOW,504116
F005965,2026-01-20 11:50:16,10.10.0.154,185.10.0.90,UDP,3306,ALLOW,21557
F005966,2026-05-15 18:39:28,10.10.0.91,10.10.0.87,UDP,3389,ALLOW,37182
F005967,2026-04-05 01:29:15,10.10.0.173,10.10.0.33,TCP,8443,ALLOW,18265
F005968,2026-03-12 17:01:15,10.10.0.161,185.10.0.105,UDP,445,ALLOW,14797
F005969,2026-03-30 06:05:53,10.10.0.34,10.10.0.192,TCP,53,ALLOW,18323
F005970,2026-05-16 11:51:04,10.10.0.32,10.10.0.69,UDP,22,ALLOW,2884
F005971,2026-05-02 21:09:54,10.10.0.94,10.10.0.166,TCP,22,ALLOW,73003
F005972,2026-04-03 22:39:55,10.10.0.11,10.10.0.55,UDP,3306,DENY,7287
F005973,2026-02-11 01:22:25,10.10.0.2,10.10.0.190,UDP,1433,ALLOW,57876
F005974,2026-03-28 10:37:24,10.10.0.23,185.10.0.7,UDP,443,ALLOW,34226
F005975,2026-02-20 04:07:37,10.10.0.32,10.10.0.165,TCP,53,ALLOW,29655
F005976,2026-03-17 10:03:16,10.10.0.26,10.10.0.81,TCP,445,ALLOW,76935
F005977,2026-02-09 06:56:53,10.10.0.110,10.10.0.15,TCP,53,ALLOW,53178
F005978,2026-04-02 05:05:31,10.10.0.167,185.10.0.71,UDP,80,ALLOW,71108
F005979,2026-01-02 01:35:01,10.10.0.155,10.10.0.54,UDP,8443,ALLOW,68888
F005980,2026-01-09 18:53:17,10.10.0.44,10.10.0.130,TCP,22,ALLOW,68175
F005981,2026-05-14 16:53:00,10.10.0.105,10.10.0.122,UDP,3389,ALLOW,42811
F005982,2026-04-17 14:14:05,10.10.0.141,185.10.0.37,UDP,3306,DENY,222665
F005983,2026-03-08 04:57:47,10.10.0.42,185.10.0.95,TCP,3306,ALLOW,41561
F005984,2026-01-07 09:42:34,10.10.0.16,185.10.0.7,TCP,80,DENY,416845
F005985,2026-03-24 07:07:29,10.10.0.155,185.10.0.22,TCP,8443,ALLOW,15326
F005986,2026-04-14 05:47:21,10.10.0.51,10.10.0.74,UDP,443,DENY,9466
F005987,2026-04-18 11:59:51,10.10.0.35,10.10.0.183,TCP,22,ALLOW,77676
F005988,2026-05-12 20:01:19,10.10.0.77,10.10.0.18,TCP,22,ALLOW,2970
F005989,2026-06-14 18:38:13,10.10.0.122,10.10.0.25,UDP,445,ALLOW,87503
F005990,2026-03-19 21:10:56,10.10.0.75,10.10.0.23,TCP,22,ALLOW,5781
F005991,2026-06-17 03:24:26,10.10.0.168,185.10.0.88,UDP,53,DENY,30340
F005992,2026-01-10 10:23:42,10.10.0.98,10.10.0.15,TCP,443,ALLOW,86916
F005993,2026-03-21 13:06:32,10.10.0.25,10.10.0.97,UDP,445,ALLOW,6464
F005994,2026-02-07 18:58:22,10.10.0.59,185.10.0.32,UDP,445,ALLOW,26703
F005995,2026-03-23 11:59:53,10.10.0.131,185.10.0.65,UDP,3306,ALLOW,96988
F005996,2026-04-09 06:14:02,10.10.0.44,185.10.0.48,UDP,443,ALLOW,3221
F005997,2026-04-04 17:20:05,10.10.0.13,185.10.0.29,UDP,80,ALLOW,43664
F005998,2026-03-26 02:14:54,10.10.0.48,10.10.0.171,UDP,3306,ALLOW,18265
F005999,2026-04-24 12:34:41,10.10.0.134,185.10.0.91,UDP,8080,ALLOW,151210
F006000,2026-01-26 12:04:33,10.10.0.17,10.10.0.174,TCP,3389,ALLOW,21823
F006001,2026-03-15 11:09:20,10.10.0.125,10.10.0.73,TCP,1433,ALLOW,519849
F006002,2026-02-14 19:41:20,10.10.0.101,10.10.0.6,TCP,1433,ALLOW,37062
F006003,2026-03-07 11:37:33,10.10.0.45,10.10.0.99,TCP,443,ALLOW,32021
F006004,2026-04-26 09:45:18,10.10.0.156,185.10.0.66,TCP,8080,ALLOW,16699
F006005,2026-06-27 02:35:19,10.10.0.168,185.10.0.47,TCP,8443,ALLOW,22838
F006006,2026-01-27 18:34:24,10.10.0.144,185.10.0.55,TCP,445,ALLOW,80066
F006007,2026-04-15 15:36:35,10.10.0.183,10.10.0.97,TCP,443,ALLOW,25096
F006008,2026-06-03 05:28:27,10.10.0.50,10.10.0.42,UDP,3306,ALLOW,15929
F006009,2026-06-20 02:09:28,10.10.0.147,185.10.0.114,TCP,53,DENY,7133
F006010,2026-02-16 16:20:31,10.10.0.17,185.10.0.24,UDP,3389,ALLOW,20232
F006011,2026-06-17 06:40:44,10.10.0.51,10.10.0.103,TCP,3389,ALLOW,74526
F006012,2026-03-29 02:26:00,10.10.0.78,185.10.0.100,UDP,8080,ALLOW,15636
F006013,2026-06-11 07:26:34,10.10.0.101,185.10.0.79,UDP,445,DENY,931592
F006014,2026-04-06 08:45:29,10.10.0.28,185.10.0.110,UDP,445,ALLOW,191504
F006015,2026-06-21 07:38:50,10.10.0.28,10.10.0.157,UDP,443,ALLOW,3175
F006016,2026-01-18 15:48:15,10.10.0.170,185.10.0.15,UDP,53,ALLOW,24176
F006017,2026-02-02 17:36:02,10.10.0.70,10.10.0.4,TCP,3389,DENY,19229
F006018,2026-04-23 01:18:45,10.10.0.66,185.10.0.36,TCP,8443,ALLOW,4495
F006019,2026-05-04 17:13:54,10.10.0.51,10.10.0.34,TCP,443,ALLOW,20041
F006020,2026-05-19 19:31:34,10.10.0.199,10.10.0.105,TCP,8080,ALLOW,19905
F006021,2026-02-25 01:35:12,10.10.0.57,10.10.0.150,UDP,3389,ALLOW,84977
F006022,2026-06-25 16:38:39,10.10.0.79,185.10.0.74,UDP,8080,ALLOW,114372
F006023,2026-01-15 20:55:24,10.10.0.167,10.10.0.49,TCP,3389,ALLOW,88090
F006024,2026-04-25 18:48:42,10.10.0.97,185.10.0.47,TCP,443,ALLOW,183114
F006025,2026-02-09 16:10:34,10.10.0.55,10.10.0.133,UDP,53,ALLOW,36358
F006026,2026-01-03 05:05:03,10.10.0.79,10.10.0.199,TCP,80,ALLOW,36233
F006027,2026-05-03 10:43:23,10.10.0.125,10.10.0.19,UDP,3306,ALLOW,78142
F006028,2026-06-15 04:36:43,10.10.0.11,10.10.0.41,TCP,445,ALLOW,20275
F006029,2026-04-03 14:10:29,10.10.0.82,10.10.0.188,UDP,80,ALLOW,45864
F006030,2026-02-15 12:23:47,10.10.0.95,10.10.0.135,UDP,22,ALLOW,43202
F006031,2026-04-07 16:41:57,10.10.0.9,10.10.0.44,UDP,443,ALLOW,54748
F006032,2026-02-18 06:08:22,10.10.0.45,10.10.0.134,TCP,3306,ALLOW,123916
F006033,2026-06-26 22:35:39,10.10.0.140,10.10.0.141,UDP,3389,DENY,13595
F006034,2026-01-17 19:18:28,10.10.0.97,185.10.0.100,UDP,8080,ALLOW,14077
F006035,2026-05-14 21:57:00,10.10.0.147,185.10.0.110,UDP,53,ALLOW,438831
F006036,2026-04-24 22:34:05,10.10.0.142,10.10.0.69,TCP,3389,ALLOW,13603
F006037,2026-02-20 18:00:55,10.10.0.106,10.10.0.42,TCP,8080,ALLOW,21459
F006038,2026-04-03 21:38:00,10.10.0.21,10.10.0.112,UDP,80,ALLOW,61732
F006039,2026-06-19 16:51:59,10.10.0.30,10.10.0.143,TCP,8443,ALLOW,3656
F006040,2026-01-17 13:00:25,10.10.0.141,10.10.0.165,TCP,8080,ALLOW,18271
F006041,2026-05-22 07:39:03,10.10.0.5,185.10.0.16,TCP,3306,ALLOW,9185
F006042,2026-03-21 04:21:21,10.10.0.174,185.10.0.24,TCP,53,ALLOW,6921
F006043,2026-01-19 17:03:44,10.10.0.48,10.10.0.60,UDP,80,ALLOW,120558
F006044,2026-02-19 10:38:24,10.10.0.108,10.10.0.196,TCP,1433,ALLOW,88764
F006045,2026-03-04 15:47:00,10.10.0.28,10.10.0.196,TCP,53,ALLOW,11362
F006046,2026-05-22 04:49:51,10.10.0.195,10.10.0.99,UDP,445,ALLOW,128360
F006047,2026-05-19 11:26:30,10.10.0.31,10.10.0.41,TCP,3306,DENY,140554
F006048,2026-03-18 06:26:22,10.10.0.54,10.10.0.107,TCP,3306,ALLOW,183210
F006049,2026-01-08 08:28:10,10.10.0.150,10.10.0.21,UDP,8080,ALLOW,145073
F006050,2026-04-12 01:33:30,10.10.0.167,10.10.0.74,TCP,80,DENY,47238
F006051,2026-06-16 16:34:13,10.10.0.3,10.10.0.5,UDP,3306,DENY,20908
F006052,2026-03-16 23:05:26,10.10.0.58,10.10.0.156,TCP,1433,ALLOW,87728
F006053,2026-04-18 11:16:14,10.10.0.108,185.10.0.100,UDP,3389,ALLOW,22968
F006054,2026-04-23 23:02:20,10.10.0.168,185.10.0.18,UDP,53,ALLOW,50009
F006055,2026-05-12 16:45:20,10.10.0.195,185.10.0.84,TCP,3306,ALLOW,19897
F006056,2026-02-21 16:13:43,10.10.0.188,185.10.0.93,TCP,22,ALLOW,31972
F006057,2026-01-13 05:39:48,10.10.0.45,10.10.0.15,TCP,443,DENY,8823
F006058,2026-04-18 16:23:32,10.10.0.182,10.10.0.91,TCP,8443,ALLOW,80575
F006059,2026-05-22 09:47:24,10.10.0.111,10.10.0.104,UDP,8080,DENY,53872
F006060,2026-03-22 06:28:06,10.10.0.122,10.10.0.193,UDP,8080,ALLOW,6193
F006061,2026-03-10 12:47:49,10.10.0.199,10.10.0.133,TCP,80,ALLOW,23162
F006062,2026-04-26 00:42:51,10.10.0.85,185.10.0.85,TCP,80,ALLOW,102543
F006063,2026-03-29 08:07:12,10.10.0.168,10.10.0.164,UDP,22,ALLOW,11404
F006064,2026-02-25 19:04:18,10.10.0.109,10.10.0.166,UDP,8080,ALLOW,11787
F006065,2026-01-07 12:39:18,10.10.0.30,185.10.0.15,UDP,80,ALLOW,26246
F006066,2026-06-22 16:45:32,10.10.0.141,10.10.0.157,TCP,3306,ALLOW,15766
F006067,2026-03-20 17:23:52,10.10.0.93,185.10.0.69,TCP,445,ALLOW,232151
F006068,2026-06-22 06:20:09,10.10.0.73,10.10.0.150,UDP,53,DENY,15692
F006069,2026-04-13 05:06:41,10.10.0.99,10.10.0.11,TCP,3389,ALLOW,18299
F006070,2026-03-10 21:09:36,10.10.0.114,10.10.0.114,UDP,445,ALLOW,2070
F006071,2026-01-03 07:05:10,10.10.0.57,10.10.0.22,TCP,1433,ALLOW,25169
F006072,2026-04-08 20:33:14,10.10.0.161,10.10.0.74,UDP,445,ALLOW,86099
F006073,2026-06-08 07:54:36,10.10.0.183,185.10.0.99,TCP,22,ALLOW,76804
F006074,2026-04-27 06:59:36,10.10.0.18,10.10.0.164,TCP,445,ALLOW,81824
F006075,2026-02-01 16:19:26,10.10.0.22,185.10.0.88,TCP,445,ALLOW,69527
F006076,2026-05-15 12:44:23,10.10.0.42,10.10.0.109,UDP,22,ALLOW,302003
F006077,2026-02-23 10:34:19,10.10.0.130,185.10.0.39,UDP,445,ALLOW,48494
F006078,2026-02-06 10:42:37,10.10.0.70,10.10.0.5,TCP,53,ALLOW,17850
F006079,2026-06-11 01:35:04,10.10.0.173,185.10.0.40,TCP,445,ALLOW,19332
F006080,2026-01-29 13:18:08,10.10.0.190,10.10.0.192,TCP,8443,ALLOW,24001
F006081,2026-05-16 01:42:54,10.10.0.170,10.10.0.193,UDP,3306,ALLOW,14043
F006082,2026-05-02 17:50:40,10.10.0.43,185.10.0.78,UDP,22,ALLOW,54583
F006083,2026-06-23 01:20:40,10.10.0.102,185.10.0.11,UDP,8443,DENY,93185
F006084,2026-03-22 19:30:48,10.10.0.77,185.10.0.111,TCP,443,DENY,20669
F006085,2026-03-11 06:18:11,10.10.0.29,10.10.0.194,UDP,445,ALLOW,135291
F006086,2026-02-19 21:17:31,10.10.0.49,185.10.0.54,TCP,22,DENY,8565
F006087,2026-05-16 22:32:32,10.10.0.133,185.10.0.117,TCP,8443,ALLOW,3632
F006088,2026-06-07 06:57:10,10.10.0.59,185.10.0.112,UDP,1433,ALLOW,19837
F006089,2026-04-11 10:03:06,10.10.0.118,185.10.0.90,TCP,1433,DENY,4075
F006090,2026-03-19 21:54:32,10.10.0.113,185.10.0.11,UDP,3389,ALLOW,12521
F006091,2026-01-29 13:34:42,10.10.0.69,185.10.0.66,UDP,1433,ALLOW,41803
F006092,2026-02-13 08:48:29,10.10.0.10,10.10.0.128,UDP,445,ALLOW,5576
F006093,2026-04-18 00:25:50,10.10.0.111,185.10.0.32,TCP,443,ALLOW,37705
F006094,2026-02-19 04:05:26,10.10.0.15,10.10.0.5,UDP,22,ALLOW,16216
F006095,2026-02-11 00:55:23,10.10.0.98,10.10.0.180,UDP,8080,DENY,68786
F006096,2026-02-08 16:56:25,10.10.0.129,10.10.0.97,TCP,3306,DENY,6660
F006097,2026-03-22 05:52:35,10.10.0.131,185.10.0.53,TCP,8080,ALLOW,16216
F006098,2026-05-20 13:23:41,10.10.0.37,185.10.0.65,UDP,1433,ALLOW,13680
F006099,2026-02-22 18:08:17,10.10.0.30,10.10.0.161,UDP,80,ALLOW,42014
F006100,2026-02-14 19:14:41,10.10.0.168,10.10.0.120,TCP,8080,ALLOW,18072
F006101,2026-06-26 20:15:22,10.10.0.45,185.10.0.84,TCP,8080,ALLOW,66682
F006102,2026-05-20 11:24:55,10.10.0.144,185.10.0.63,UDP,8443,ALLOW,43429
F006103,2026-03-03 09:39:56,10.10.0.128,185.10.0.74,TCP,8443,ALLOW,32434
F006104,2026-03-14 12:49:02,10.10.0.153,10.10.0.140,UDP,445,ALLOW,24655
F006105,2026-06-07 21:04:09,10.10.0.63,10.10.0.140,UDP,80,ALLOW,255998
F006106,2026-06-30 04:18:41,10.10.0.60,10.10.0.181,UDP,8443,ALLOW,37237
F006107,2026-06-01 16:55:10,10.10.0.198,185.10.0.20,TCP,80,ALLOW,52332
F006108,2026-03-24 16:40:00,10.10.0.106,10.10.0.176,UDP,80,ALLOW,51094
F006109,2026-02-13 23:40:42,10.10.0.86,185.10.0.107,UDP,8080,ALLOW,18275
F006110,2026-03-11 03:51:04,10.10.0.41,185.10.0.73,TCP,3306,ALLOW,3585
F006111,2026-05-29 12:13:50,10.10.0.15,10.10.0.42,UDP,8443,ALLOW,226834
F006112,2026-04-23 23:32:41,10.10.0.101,185.10.0.3,UDP,8080,DENY,21145
F006113,2026-05-18 17:43:20,10.10.0.33,10.10.0.166,TCP,8080,DENY,49188
F006114,2026-06-22 21:30:21,10.10.0.6,185.10.0.26,TCP,3389,ALLOW,247198
F006115,2026-03-08 07:44:38,10.10.0.117,185.10.0.36,UDP,8443,ALLOW,19009
F006116,2026-03-15 22:08:41,10.10.0.145,10.10.0.26,TCP,22,ALLOW,4868
F006117,2026-02-03 00:59:39,10.10.0.116,10.10.0.108,TCP,53,DENY,26534
F006118,2026-04-01 07:38:55,10.10.0.37,185.10.0.16,TCP,3389,ALLOW,146688
F006119,2026-01-27 03:29:00,10.10.0.84,10.10.0.162,UDP,1433,ALLOW,16974
F006120,2026-04-02 02:50:13,10.10.0.160,185.10.0.98,UDP,80,ALLOW,9367
F006121,2026-06-27 15:37:28,10.10.0.35,10.10.0.128,TCP,445,ALLOW,5245
F006122,2026-02-05 05:26:22,10.10.0.178,10.10.0.45,TCP,53,ALLOW,784243
F006123,2026-03-19 18:03:46,10.10.0.75,10.10.0.109,UDP,8080,ALLOW,208029
F006124,2026-03-30 21:51:40,10.10.0.191,185.10.0.97,UDP,445,DENY,2270
F006125,2026-06-13 15:19:33,10.10.0.118,185.10.0.40,TCP,445,ALLOW,82262
F006126,2026-05-10 09:24:12,10.10.0.13,10.10.0.180,TCP,22,ALLOW,234992
F006127,2026-01-20 22:51:48,10.10.0.145,10.10.0.91,TCP,8443,ALLOW,32481
F006128,2026-03-15 06:46:51,10.10.0.150,10.10.0.91,TCP,53,ALLOW,22107
F006129,2026-05-14 21:36:35,10.10.0.111,185.10.0.47,TCP,8443,ALLOW,23957
F006130,2026-06-02 23:59:41,10.10.0.9,185.10.0.70,UDP,8080,ALLOW,188787
F006131,2026-06-13 14:40:44,10.10.0.149,10.10.0.143,TCP,8443,ALLOW,12940
F006132,2026-06-28 17:02:24,10.10.0.143,10.10.0.30,TCP,80,ALLOW,13224
F006133,2026-04-25 11:02:32,10.10.0.37,185.10.0.39,TCP,1433,ALLOW,2720
F006134,2026-05-19 08:34:40,10.10.0.122,185.10.0.70,UDP,3306,DENY,13035
F006135,2026-05-11 12:48:25,10.10.0.46,185.10.0.43,UDP,1433,ALLOW,1660
F006136,2026-06-24 13:52:52,10.10.0.149,10.10.0.2,TCP,443,ALLOW,23141
F006137,2026-05-04 01:53:36,10.10.0.8,10.10.0.161,TCP,3389,ALLOW,154475
F006138,2026-02-03 06:28:52,10.10.0.152,185.10.0.28,TCP,3306,ALLOW,59615
F006139,2026-06-28 23:00:24,10.10.0.190,185.10.0.14,TCP,8443,ALLOW,70476
F006140,2026-03-17 09:43:55,10.10.0.21,10.10.0.128,TCP,8443,ALLOW,50331
F006141,2026-01-20 21:12:08,10.10.0.130,10.10.0.64,TCP,53,ALLOW,27392
F006142,2026-05-18 00:37:03,10.10.0.115,10.10.0.105,UDP,3389,DENY,28943
F006143,2026-06-17 13:46:58,10.10.0.45,185.10.0.54,UDP,1433,ALLOW,52056
F006144,2026-03-13 07:50:51,10.10.0.183,10.10.0.63,UDP,80,ALLOW,19529
F006145,2026-05-23 02:04:15,10.10.0.182,10.10.0.34,UDP,22,ALLOW,11943
F006146,2026-06-23 02:41:43,10.10.0.170,10.10.0.113,TCP,1433,ALLOW,21758
F006147,2026-03-01 21:35:39,10.10.0.196,185.10.0.116,UDP,1433,ALLOW,7871
